YEAR,LOCATION,AREA,RAINFALL,TEMPERATURE,SOIL_TYPE,IRRIGATION,YEILDS,HUMIDITY,CROPS,PRICE,SEASON,YEAR_GROUP,RAINFALL_GROUP
2016,Mysuru,1679,3193.41,39,Laterite,Basin,109,55,Ginger,43562,Rabi,Y3,High
2017,Mysuru,1657,3296.26,40,Laterite,Basin,3368,53,Ginger,200000,Rabi,Y3,High
2018,Mysuru,1619,3296.26,40,Laterite,Basin,3671,53.5,Ginger,4847,Rabi,Y3,High
2016,Mysuru,46,3193.41,42,Laterite,Basin,2628,57,Tea,203317,Rabi,Y3,High
2017,Mysuru,156,3193.41,42,Sandy loam ,Basin,1939,55,Tea,2134,Rabi,Y3,High
2018,Mysuru,181,3193.41,42,Sandy loam ,Basin,1871,56,Tea,45186,Rabi,Y3,High
2019,Mysuru,185,3296.26,43,Sandy loam ,Basin,1868,54,Tea,238542,Rabi,Y3,High
2016,Kasaragodu,5823,3696,27,Sandy loam ,Spray,4912,57,Paddy,646,Rabi,Y3,High
2017,Kasaragodu,6038,3696,27,Sandy loam ,Spray,3830,54,Paddy,43562,Rabi,Y3,High
2018,Kasaragodu,5567,3965.94,27,Sandy loam ,Spray,313547,54.5,Paddy,200000,Rabi,Y3,High
2016,Kasaragodu,3176,3296.26,27.1,Sandy loam ,Spray,836,53,Paddy,203317,Rabi,Y3,High
2017,Kasaragodu,3284,3296.26,26.8,Sandy loam ,Spray,806,53.5,Paddy,2134,Rabi,Y3,High
2018,Kasaragodu,1237,3875.08,26.8,Sandy loam ,Spray,880,52.5,Paddy,45186,Rabi,Y3,High
2016,Kasaragodu,38,4102.78,40,Sandy loam ,Spray,3899,53,Groundnut,1516,Rabi,Y3,High
2017,Kasaragodu,46061,4102.78,41,Sandy loam ,Spray,4015,52,Groundnut,57259,Rabi,Y3,High
2018,Raichur,421,4102.78,41,Sandy loam ,Spray,4279,51,Groundnut,234779,Rabi,Y3,High
2016,Raichur,9651,3965.94,128,Sandy loam ,Spray,3647,54.5,Blackgram,761,Rabi,Y3,High
2017,Raichur,46538,3965.94,129,Sandy loam ,Spray,393,56.6,Blackgram,45608,Rabi,Y3,High
2018,Raichur,131,3965.94,130,Sandy loam ,Drip,167,55.5,Blackgram,234581,Rabi,Y3,High
2016,Gulbarga,86,3415.5,27.2,Black,Drip,3290,58,Cashew,24848,Rabi,Y3,High
2016,Gulbarga,6943,3965.94,38,Red,Drip,23456,54,Ginger,2644,Rabi,Y3,High
2017,Gulbarga,7070,3965.94,38,Red,Drip,107809,53,Ginger,44235,Rabi,Y3,High
2018,Gulbarga,29,3965.94,38,Red,Basin,1132,59.5,Ginger,203317,Rabi,Y3,High
2018,Madikeri,1,3415.5,27,Alluvial,Drip,124492,58,Coconut,2134,Rabi,Y3,High
2016,Madikeri,12887,3193.41,27.2,Alluvial,Drip,338,53,Coconut,57259,Rabi,Y3,High
2017,Madikeri,13018,3193.41,27,Alluvial,Drip,22966,52,Coconut,234779,Rabi,Y3,High
2018,Madikeri,13388,3193.41,27,Alluvial,Drip,131763,51,Coconut,1493,Rabi,Y3,High
2016,Madikeri,1168,3696,26.8,Arid and Desert,Drip,382,53,Coconut,51239,Rabi,Y3,High
2017,Madikeri,4,3696,37,Arid and Desert,Drip,19578,53.5,Coconut,216396,Rabi,Y3,High
2016,Madikeri,1010,3696,37,Arid and Desert,Drip,121037,52.5,Coconut,2644,Rabi,Y3,High
2017,Madikeri,825,3965.94,37,Arid and Desert,Drip,231,56,Coconut,44235,Rabi,Y3,High
2018,Madikeri,737,3965.94,38,Arid and Desert,Drip,18951,57,Coconut,203317,Rabi,Y3,High
2016,Chikmangaluru,138,3863.64,39,Arid and Desert,Drip,120373,56,Coconut,1516,Rabi,Y3,High
2017,Chikmangaluru,100,3625.6,39,Arid and Desert,Drip,291,54,Coconut,57259,Rabi,Y3,High
2018,Chikmangaluru,68,3625.6,40,Arid and Desert,Drip,17231,58,Coconut,234779,Rabi,Y3,High
2017,Chikmangaluru,1679,3415.5,27,Black,Basin,86311,54.5,Coconut,51239,Rabi,Y3,High
2016,Chikmangaluru,1657,3415.5,27,Black,Basin,57642,56.6,Coconut,216396,Rabi,Y3,High
2017,Chikmangaluru,1619,3415.5,27.2,Black,Basin,58405,55.5,Coconut,2644,Rabi,Y3,High
2016,Chikmangaluru,181,3415.5,27,Black,Basin,54,56,Coconut,57259,Rabi,Y3,High
2016,Chikmangaluru,6038,4102.78,38,Red,Basin,3,57,Coconut,1516,Rabi,Y3,High
2017,Chikmangaluru,4209,3696,39,Red,Basin,61126,57,Coconut,64409,Rabi,Y3,High
2018,Chikmangaluru,4323,3696,40,Red,Basin,623687,54,Coconut,249978,Rabi,Y3,High
2016,Chikmangaluru,1237,3965.94,41,Red,Basin,118416,58.5,Coconut,761,Rabi,Y3,High
2017,Chikmangaluru,1151,3863.64,41,Red,Basin,130132,59.5,Coconut,45608,Rabi,Y3,High
2018,Chikmangaluru,11955,3863.64,42,Red,Basin,154889,55,Coconut,234581,Rabi,Y3,High
2016,Gulbarga,100,4102.78,41,Loam,Spray,975,55.5,Paddy,51239,Rabi,Y3,High
2017,Gulbarga,68,4102.78,42,Loam,Spray,2,58.5,Paddy,216396,Rabi,Y3,High
2016,Gulbarga,1679,3296.26,137,Laterite,Spray,3138,58,Groundnut,203317,Rabi,Y3,High
2017,Gulbarga,1657,3875.08,138,Laterite,Spray,3423,59,Groundnut,2134,Rabi,Y3,High
2018,Gulbarga,1619,3875.08,139,Laterite,Spray,3899,50,Groundnut,45186,Rabi,Y3,High
2016,Gulbarga,16,4102.78,152,Laterite,Drip,52,55.5,Blackgram,234581,Rabi,Y3,High
2017,Gulbarga,33,4102.78,153,Laterite,Drip,313547,58.5,Blackgram,646,Rabi,Y3,High
2016,Gulbarga,3365,3625.6,167,Laterite,Drip,103,57.5,Cashew,234779,Rabi,Y3,High
2017,Gulbarga,3176,3625.6,168,Laterite,Drip,71,57,Cashew,1493,Rabi,Y3,High
2018,Gulbarga,3284,3905,169,Laterite,Drip,3961,55,Cashew,64409,Rabi,Y3,High
2016,Gulbarga,50,3415.5,182,Laterite,Drip,3472,52.5,Coconut,216396,Rabi,Y3,High
2017,Gulbarga,38,3415.5,183,Laterite,Drip,3647,56,Coconut,2644,Rabi,Y3,High
2016,Madikeri,144,4102.78,197,Sandy,Basin,804,55,Ginger,2134,Rabi,Y3,High
2016,Madikeri,93,3625.6,212,Loam,Drip,30362,56,Coconut,2644,Rabi,Y3,High
2017,Madikeri,7415,3905,213,Loam,Drip,124492,54,Coconut,44235,Rabi,Y3,High
2018,Madikeri,40107,3905,214,Loam,Drip,792,58,Coconut,203317,Rabi,Y3,High
2016,Hassan,4517,3415.5,27,Loam,Drip,22594,54,Coconut,761,Rabi,Y3,High
2018,Hassan,4657,3193.41,27.2,Loam,Drip,316,56.6,Coconut,234581,Rabi,Y3,High
2018,Hassan,35,3696,26.8,Alluvial,Drip,283,58,Coconut,234779,Rabi,Y3,High
2016,Hassan,1,3905,40,Alluvial,Basin,57642,54,Coconut,4847,Rabi,Y3,High
2017,Hassan,12362,3905,41,Alluvial,Basin,58405,54.5,Coconut,51239,Rabi,Y3,High
2018,Hassan,12603,4019.4,41,Alluvial,Basin,60751,56.6,Coconut,216396,Rabi,Y3,High
2018,Hassan,2320,4019.4,27.2,Red,Basin,44,58,Coconut,51239,Rabi,Y3,High
2016,Hassan,48,3875.08,26.8,Red,Basin,63931,54,Coconut,249978,Rabi,Y3,High
2017,Hassan,2419,3875.08,26.8,Red,Basin,73730,54.5,Coconut,637,Rabi,Y3,High
2018,Hassan,2080,3875.08,26.8,Red,Basin,118416,56.6,Coconut,43311,Rabi,Y3,High
2019,Hassan,1969,4102.78,37,Red,Basin,130132,55.5,Coconut,24848,Rabi,Y3,High
2016,Hassan,1321,3863.64,41,Black,Spray,880,54,Coconut,2134,Rabi,Y3,High
2017,Hassan,511,3863.64,41,Black,Spray,770,58,Coconut,45186,Rabi,Y3,High
2018,Hassan,366,3625.6,42,Black,Spray,395,58,Coconut,238542,Rabi,Y3,High
2016,Hassan,185,3905,27,Black,Spray,71,52,Coconut,64409,Rabi,Y3,High
2017,Hassan,219,4019.4,27,Black,Spray,3961,51,Coconut,249978,Rabi,Y3,High
2018,Hassan,111,4019.4,27,Black,Spray,4247,57,Coconut,637,Rabi,Y3,High
2019,Hassan,74,4019.4,27,Black,Spray,3290,57,Coconut,43311,Rabi,Y3,High
2016,Hassan,5853,3193.41,27.2,Black,Spray,393,52.5,Coconut,203317,Rabi,Y3,High
2017,Hassan,4698,3193.41,27.2,Black,Spray,167,56,Coconut,2134,Rabi,Y3,High
2018,Hassan,4209,3296.26,27.2,Black,Spray,71,57,Coconut,45186,Rabi,Y3,High
2016,Hassan,46061,3193.41,27.1,Black,Spray,62,58,Coconut,216396,Rabi,Y3,High
2017,Hassan,421,3193.41,27.1,Black,Spray,32,58,Coconut,2644,Rabi,Y3,High
2018,Hassan,10657,3193.41,26.8,Alluvial,Spray,22,59,Coconut,44235,Rabi,Y3,High
2016,Hassan,46218,3696,40,Alluvial,Drip,2805,56.6,Coffee,24848,Rabi,Y3,High
2017,Mangalore,128,3696,40,Alluvial,Drip,2331,55.5,Coffee,761,Rabi,Y3,High
2018,Mangalore,9455,3696,41,Alluvial,Drip,2088,58.5,Coffee,45608,Rabi,Y3,High
2016,Mangalore,42480,3625.6,27,Alluvial,Drip,29170,57,Coffee,216396,Rabi,Y3,High
2017,Mangalore,142,3625.6,27,Alluvial,Drip,1901,57.5,Coffee,2644,Rabi,Y3,High
2018,Mangalore,8084,3625.6,27,Alluvial,Drip,972,57,Cardamum,44235,Rabi,Y3,High
2016,Kodagu,3611,3415.5,27.2,Black,Drip,2089,57,Cardamum,24848,Rabi,Y3,High
2017,Kodagu,4389,3415.5,27.1,Black,Drip,2810,60,Cardamum,761,Rabi,Y3,High
2018,Kodagu,4437,3415.5,27.1,Black,Drip,841,57,Pepper,45608,Rabi,Y3,High
2016,Kodagu,4927,3296.26,37,Black,Drip,2805,58.5,Pepper,51239,Rabi,Y3,High
2017,Kodagu,5278,3296.26,37,Black,Drip,2331,59.5,Pepper,216396,Rabi,Y3,High
2018,Kodagu,6325,3296.26,38,Black,Basin,2088,55,Pepper,2644,Rabi,Y3,High
2016,Kodagu,11,4102.78,42,Black,Basin,5373,59,Arecanut,203317,Rabi,Y3,High
2017,Kodagu,3,4102.78,42,Black,Basin,6589,50,Arecanut,2134,Rabi,Y3,High
2018,Mysuru,15,4102.78,43,Black,Basin,5107,54,Arecanut,45186,Rabi,Y3,High
2016,Mysuru,10,3696,27,Black,Basin,4,57,Arecanut,234779,Rabi,Y3,High
2017,Mysuru,4,3696,27,Black,Basin,9,57,Arecanut,1493,Rabi,Y3,High
2018,Mysuru,14,3696,27,Black,Basin,12,60,Arecanut,64409,Rabi,Y3,High
2016,Mysuru,14602,4019.4,27.2,Loam,Basin,1939,56,Ginger,216396,Rabi,Y3,High
2017,Mysuru,15386,4019.4,27.1,Loam,Basin,1871,57,Ginger,2644,Rabi,Y3,High
2018,Mysuru,15761,4019.4,27.1,Loam,Basin,1868,57.5,Ginger,44235,Rabi,Y3,High
2016,Mysuru,4,3415.5,38,Loam,Spray,864,50,Tea,1493,Rabi,Y3,High
2017,Mysuru,1010,3415.5,38,Loam,Spray,5373,54,Tea,64409,Rabi,Y3,High
2016,Mysuru,1805,3193.41,43,Light sandy,Spray,880,59.5,Paddy,2644,Zaid,Y3,High
2017,Mysuru,1831,3296.26,27,Light sandy,Spray,770,55,Paddy,44235,Zaid,Y3,High
2016,Mysuru,1832,3296.26,27,Light sandy,Spray,395,53,Paddy,203317,Zaid,Y3,High
2017,Mysuru,1867,3296.26,27,Light sandy,Spray,187,53.5,Paddy,2134,Zaid,Y3,High
2018,Mysuru,1914,3875.08,27,Light sandy,Spray,187,52.5,Paddy,45186,Zaid,Y3,High
2016,Mysuru,1679,4102.78,27.2,Light sandy,Spray,3961,57,Groundnut,4847,Zaid,Y3,High
2017,Mysuru,1657,4102.78,27.2,Light sandy,Spray,4247,55,Groundnut,51239,Zaid,Y3,High
2016,Kasaragodu,16,3296.26,26.8,Heavy clay,Spray,393,57,Blackgram,637,Zaid,Y3,High
2017,Kasaragodu,33,3875.08,26.8,Heavy clay,Spray,167,57,Blackgram,43311,Zaid,Y3,High
2016,Kasaragodu,32,3875.08,37,Heavy clay,Spray,71,54,Blackgram,24848,Zaid,Y3,High
2017,Kasaragodu,5377,3875.08,37,Heavy clay,Spray,52,54.5,Blackgram,761,Zaid,Y3,High
2016,Kasaragodu,5968,4102.78,37,Heavy clay,Spray,313547,56.6,Blackgram,45608,Zaid,Y3,High
2017,Kasaragodu,6035,4102.78,38,Heavy clay,Drip,2783,55.5,Blackgram,234581,Zaid,Y3,High
2018,Kasaragodu,5288,4102.78,38,Heavy clay,Drip,1533,58.5,Blackgram,646,Zaid,Y3,High
2016,Kasaragodu,5567,3696,39,Heavy clay,Drip,836,53.5,Blackgram,51239,Zaid,Y3,High
2017,Kasaragodu,5853,3696,40,Heavy clay,Drip,806,52.5,Blackgram,216396,Zaid,Y3,High
2018,Kasaragodu,4698,3696,40,Heavy clay,Drip,880,56,Blackgram,2644,Zaid,Y3,High
2016,Raichur,9,4019.4,131,Heavy clay,Drip,3899,58,Cashew,43311,Zaid,Y3,High
2016,Raichur,10657,3415.5,140,Heavy clay,Drip,3647,53.5,Coconut,51239,Zaid,Y3,High
2016,Gulbarga,9455,4019.4,155,Loam,Basin,30362,59.5,Ginger,203317,Zaid,Y3,High
2016,Hassan,128,3875.08,41,Laterite,Drip,3671,57,Coffee,64409,Zaid,Y3,High
2017,Hassan,9455,3875.08,42,Laterite,Drip,2404,57,Coffee,249978,Zaid,Y3,High
2018,Hassan,45936,4102.78,42,Laterite,Drip,2805,54,Coffee,637,Zaid,Y3,High
2016,Hassan,86,3863.64,27.2,Alluvial,Drip,592,57,Cardamum,44235,Zaid,Y3,High
2017,Hassan,6254,3863.64,27,Alluvial,Drip,864,55,Cardamum,203317,Zaid,Y3,High
2018,Hassan,40197,3625.6,27,Alluvial,Drip,5373,56,Cardamum,2134,Zaid,Y3,High
2016,Hassan,4765,3193.41,27.1,Alluvial,Drip,109,57,Pepper,45608,Zaid,Y3,High
2017,Hassan,4927,3193.41,27.1,Alluvial,Drip,3368,57,Pepper,234581,Kharif,Y3,High
2018,Hassan,5278,3296.26,26.8,Alluvial,Drip,3671,54,Pepper,646,Kharif,Y3,High
2016,Hassan,5,3696,40,Red,Basin,972,57,Arecanut,200000,Kharif,Y3,High
2017,Hassan,11,3696,40,Red,Basin,874,55,Arecanut,4847,Kharif,Y3,High
2018,Hassan,3,3965.94,41,Red,Basin,592,56,Arecanut,51239,Kharif,Y3,High
2016,Hassan,12761,4019.4,27.2,Red,Basin,841,57,Ginger,249978,Kharif,Y3,High
2017,Hassan,12887,4019.4,27,Red,Basin,3550,57,Ginger,637,Kharif,Y3,High
2004,Mangalore,4517,3625.6,27,Loam,Drip,22,52,Cocoa,238542,Rabi,Y1,High
2005,Mangalore,4614,3905,27,Loam,Drip,25,51,Cocoa,1516,Rabi,Y1,High
2006,Mangalore,4657,3905,27,Loam,Drip,4,57,Cocoa,57259,Rabi,Y1,High
2007,Mangalore,4765,3905,27.2,Loam,Drip,9,57,Cocoa,234779,Rabi,Y1,High
2008,Mangalore,4927,4019.4,27.2,Loam,Drip,12,60,Cocoa,1493,Rabi,Y1,High
2009,Mangalore,5278,4019.4,27.2,Loam,Drip,2089,57,Coffee,64409,Rabi,Y1,High
2004,Mangalore,14,3415.5,27.1,Loam,Drip,2088,53.5,Coffee,200000,Rabi,Y1,High
2007,Mangalore,5,3193.41,26.8,Loam,Drip,1871,57,Coffee,216396,Rabi,Y1,High
2008,Mangalore,11,3193.41,26.8,Loam,Drip,1868,57.5,Coffee,2644,Rabi,Y1,High
2009,Mangalore,3,3193.41,26.8,Loam,Drip,127919,57,Cardamum,44235,Rabi,Y1,High
2004,Mangalore,1,3296.26,40,Clay loam,Drip,5107,52,Cardamum,249978,Rabi,Y1,High
2005,Mangalore,12362,3296.26,40,Clay loam,Drip,5518,51,Cardamum,637,Rabi,Y1,High
2006,Mangalore,12603,3296.26,40,Laterite,Drip,4912,57,Cardamum,43311,Rabi,Y1,High
2007,Mangalore,12761,3875.08,41,Laterite,Drip,3830,57,Cardamum,24848,Rabi,Y1,High
2008,Mangalore,12887,3875.08,41,Laterite,Drip,4,60,Cardamum,761,Rabi,Y1,High
2009,Mangalore,13018,3875.08,41,Laterite,Drip,9,57,Pepper,45608,Rabi,Y1,High
2004,Mangalore,16043,3965.94,27,Laterite,Basin,2805,53.5,Pepper,203317,Rabi,Y1,High
2005,Mangalore,2832,3965.94,27,Laterite,Basin,2331,52.5,Pepper,2134,Rabi,Y1,High
2006,Mangalore,2320,3965.94,27.2,Laterite,Basin,2088,56,Pepper,45186,Rabi,Y1,High
2007,Mangalore,1432,3863.64,27.2,Laterite,Basin,2628,57,Pepper,238542,Rabi,Y1,High
2008,Mangalore,1168,3863.64,27.2,Laterite,Basin,1939,57.5,Pepper,1516,Rabi,Y1,High
2009,Kodagu,4,3863.64,27,Laterite,Basin,1871,57,Arecanut,200000,Rabi,Y1,High
2009,Kodagu,1831,3415.5,37,Laterite,Basin,4,57,Ginger,637,Rabi,Y1,High
2004,Mysuru,219,3296.26,27,Sandy loam ,Basin,127919,58,Tea,1516,Rabi,Y1,High
2005,Mysuru,111,3296.26,27,Sandy loam ,Basin,75340,58,Tea,57259,Rabi,Y1,High
2006,Mysuru,74,3875.08,27,Sandy loam ,Spray,29170,59,Tea,234779,Rabi,Y1,High
2007,Mysuru,67,3875.08,27,Sandy loam ,Spray,1901,50,Tea,1493,Rabi,Y1,High
2008,Mysuru,16,3875.08,27,Sandy loam ,Spray,972,54,Tea,64409,Rabi,Y1,High
2009,Kasaragodu,33,4102.78,27,Sandy loam ,Spray,874,53,Tea,249978,Rabi,Y1,High
2004,Kasaragodu,840,3875.08,26.8,Sandy loam ,Spray,770,56,Paddy,238542,Rabi,Y1,High
2005,Kasaragodu,311,3875.08,37,Sandy loam ,Spray,395,57,Paddy,1516,Rabi,Y1,High
2006,Kasaragodu,26,4102.78,37,Sandy loam ,Spray,187,57.5,Paddy,200000,Rabi,Y1,High
2007,Kasaragodu,10,3193.41,37,Sandy loam ,Spray,187,57,Groundnut,4847,Rabi,Y1,High
2008,Kasaragodu,9,3193.41,38,Sandy loam ,Spray,121,55,Groundnut,51239,Rabi,Y1,High
2009,Kasaragodu,6,3193.41,38,Sandy loam ,Spray,103,56,Groundnut,216396,Rabi,Y1,High
2004,Raichur,9819,3863.64,131,Sandy loam ,Drip,71,58.5,Blackgram,646,Rabi,Y1,High
2005,Raichur,46220,3863.64,132,Black,Drip,52,59.5,Blackgram,43562,Rabi,Y1,High
2006,Raichur,144,3863.64,133,Black,Drip,313547,55,Blackgram,200000,Rabi,Y1,High
2007,Raichur,9821,3625.6,134,Black,Drip,2783,53,Blackgram,4847,Rabi,Y1,High
2008,Raichur,46218,3625.6,135,Black,Drip,1533,53.5,Blackgram,51239,Rabi,Y1,High
2009,Raichur,128,3625.6,136,Black,Drip,1647,52.5,Blackgram,216396,Rabi,Y1,High
2004,Gulbarga,99,3193.41,27,Black,Drip,3899,54,Cashew,234581,Rabi,Y1,High
2005,Gulbarga,6142,3193.41,27,Black,Drip,4015,53,Coconut,646,Rabi,Y1,High
2006,Gulbarga,38712,3193.41,27,Black,Drip,4279,59.5,Coconut,43562,Rabi,Y1,High
2007,Gulbarga,86,3296.26,27,Red,Drip,4167,55,Coconut,200000,Rabi,Y1,High
2008,Gulbarga,5797,3296.26,27,Red,Drip,4479,53,Coconut,4847,Rabi,Y1,High
2009,Gulbarga,3611,3296.26,27,Red,Drip,3699,53.5,Coconut,51239,Rabi,Y1,High
2004,Gulbarga,1,3863.64,39,Red,Basin,23960,55,Ginger,2134,Rabi,Y1,High
2005,Gulbarga,27,3863.64,39,Red,Basin,126487,53,Ginger,45186,Rabi,Y1,High
2006,Gulbarga,5,3863.64,39,Red,Basin,804,53.5,Ginger,238542,Rabi,Y1,High
2007,Gulbarga,14,3625.6,40,Red,Basin,30362,52.5,Ginger,1516,Rabi,Y1,High
2008,Gulbarga,4,3625.6,40,Red,Basin,124492,56,Ginger,57259,Rabi,Y1,High
2009,Gulbarga,35,3625.6,40,Red,Basin,792,57,Ginger,234779,Rabi,Y1,High
2004,Madikeri,13478,3296.26,27,Alluvial,Drip,404,57,Coconut,64409,Rabi,Y1,High
2005,Madikeri,13508,3296.26,27,Alluvial,Drip,24184,57,Coconut,249978,Rabi,Y1,High
2006,Madikeri,13603,3296.26,27,Alluvial,Drip,124387,60,Coconut,637,Rabi,Y1,High
2007,Madikeri,14602,3875.08,27,Alluvial,Drip,343,57,Coconut,43311,Rabi,Y1,High
2008,Madikeri,15386,3875.08,27.2,Alluvial,Drip,23099,57,Coconut,24848,Rabi,Y1,High
2009,Madikeri,15761,3875.08,27.2,Alluvial,Drip,117826,54,Coconut,761,Rabi,Y1,High
2004,Chikmangaluru,48,3625.6,40,Arid and Desert,Drip,119359,58,Coconut,1493,Rabi,Y1,High
2005,Chikmangaluru,2419,3905,40,Arid and Desert,Drip,283,59,Coconut,64409,Rabi,Y1,High
2006,Chikmangaluru,2080,3905,41,Arid and Desert,Drip,17690,50,Coconut,249978,Rabi,Y1,High
2007,Chikmangaluru,1969,3905,41,Arid and Desert,Drip,7157,54,Coconut,637,Rabi,Y1,High
2008,Chikmangaluru,1798,4019.4,41,Arid and Desert,Drip,8700,53,Coconut,43311,Rabi,Y1,High
2009,Chikmangaluru,1805,4019.4,42,Arid and Desert,Drip,41266,52,Coconut,24848,Rabi,Y1,High
2005,Chikmangaluru,74,3193.41,27.2,Black,Basin,32,55,Coconut,249978,Rabi,Y1,High
2006,Chikmangaluru,67,3193.41,27.1,Black,Basin,8,56,Coconut,200000,Rabi,Y1,High
2007,Chikmangaluru,16,3193.41,27.1,Black,Basin,50,54,Coconut,4847,Rabi,Y1,High
2008,Chikmangaluru,33,3296.26,27.1,Black,Basin,10,58,Coconut,51239,Rabi,Y1,High
2009,Chikmangaluru,32,3296.26,26.8,Black,Basin,29,58,Coconut,216396,Rabi,Y1,High
2004,Chikmangaluru,46907,3863.64,42,Red,Basin,171739,53,Coconut,646,Rabi,Y1,High
2005,Hassan,653,3625.6,42,Red,Spray,172475,53.5,Coconut,43562,Rabi,Y1,High
2006,Hassan,11597,3625.6,43,Red,Spray,177939,52.5,Coconut,200000,Rabi,Y1,High
2007,Hassan,46061,3625.6,43,Red,Spray,313547,56,Coconut,4847,Rabi,Y1,High
2008,Hassan,421,3905,128,Red,Spray,2783,57,Coconut,51239,Rabi,Y1,High
2009,Hassan,10657,3905,129,Red,Spray,1533,57.5,Coconut,216396,Rabi,Y1,High
2004,Hassan,144,3415.5,140,Alluvial,Spray,121,52,Coconut,64409,Rabi,Y1,High
2004,Hassan,9821,3415.5,141,Alluvial,Spray,103,51,Coconut,249978,Rabi,Y1,High
2004,Hassan,46218,3415.5,142,Alluvial,Spray,71,57,Coconut,637,Rabi,Y1,High
2004,Hassan,46907,3193.41,27,Alluvial,Spray,3290,57,Coconut,761,Rabi,Y1,High
2004,Hassan,653,3193.41,27,Alluvial,Spray,3138,57,Coconut,45608,Rabi,Y1,High
2004,Hassan,11597,3193.41,27,Alluvial,Spray,3423,54,Coconut,234581,Rabi,Y1,High
2004,Hassan,46061,3296.26,27,Alluvial,Spray,3899,54.5,Coconut,646,Rabi,Y1,High
2004,Hassan,421,3296.26,27,Alluvial,Spray,4015,56.6,Coconut,43562,Rabi,Y1,High
2004,Hassan,10657,3296.26,27,Alluvial,Spray,4279,55.5,Coconut,200000,Rabi,Y1,High
2004,Hassan,45878,3875.08,27.2,Alluvial,Spray,4167,58.5,Coconut,4847,Rabi,Y1,High
2004,Hassan,185,3875.08,27.2,Alluvial,Spray,4479,59.5,Coconut,51239,Rabi,Y1,High
2004,Hassan,9830,3875.08,27.2,Alluvial,Spray,3699,55,Coconut,216396,Rabi,Y1,High
2004,Hassan,46251,3193.41,27,Alluvial,Spray,4904,53,Coconut,2644,Rabi,Y1,High
2004,Hassan,159,3193.41,27,Alluvial,Spray,2821,53.5,Coconut,44235,Rabi,Y1,High
2004,Hassan,9651,3193.41,27,Alluvial,Spray,3472,52.5,Coconut,203317,Rabi,Y1,High
2004,Hassan,46538,3296.26,27,Alluvial,Spray,3647,56,Coconut,2134,Rabi,Y1,High
2004,Hassan,131,3296.26,27,Alluvial,Spray,393,57,Coconut,45186,Rabi,Y1,High
2004,Hassan,9819,3296.26,27,Sandy loam ,Spray,167,57.5,Coconut,238542,Rabi,Y1,High
2004,Hassan,46220,3875.08,27.2,Sandy loam ,Spray,71,57,Coconut,1516,Rabi,Y1,High
2004,Hassan,144,3875.08,27.2,Sandy loam ,Spray,52,55,Coconut,200000,Rabi,Y1,High
2004,Hassan,9821,3875.08,27.2,Sandy loam ,Spray,12,56,Coconut,4847,Rabi,Y1,High
2004,Hassan,46218,4102.78,27.1,Sandy loam ,Spray,51,54,Coconut,51239,Rabi,Y1,High
2004,Hassan,1151,4102.78,27.1,Sandy loam ,Spray,61,58,Coconut,216396,Rabi,Y1,High
2004,Hassan,11955,4102.78,27.1,Sandy loam ,Spray,67,58,Coconut,2644,Rabi,Y1,High
2004,Hassan,46061,3696,37,Sandy loam ,Drip,25,53,Cocoa,45186,Rabi,Y1,High
2004,Hassan,421,3696,37,Sandy loam ,Drip,4,52,Cocoa,238542,Rabi,Y1,High
2004,Hassan,10657,3696,37,Sandy loam ,Drip,9,51,Cocoa,1516,Rabi,Y1,High
2004,Hassan,45878,3965.94,38,Sandy loam ,Drip,12,57,Cocoa,57259,Rabi,Y1,High
2004,Hassan,185,3965.94,38,Sandy loam ,Drip,2089,57,Cocoa,234779,Rabi,Y1,High
2004,Hassan,9830,3965.94,38,Sandy loam ,Drip,2810,60,Cocoa,1493,Rabi,Y1,High
2004,Hassan,46251,3863.64,39,Sandy loam ,Drip,841,57,Coffee,64409,Rabi,Y1,High
2004,Mangalore,159,3863.64,39,Sandy loam ,Drip,3550,57,Coffee,249978,Rabi,Y1,High
2004,Mangalore,9651,3863.64,39,Sandy loam ,Drip,109,54,Coffee,637,Rabi,Y1,High
2004,Mangalore,46538,3625.6,40,Sandy loam ,Drip,3368,54.5,Coffee,43311,Rabi,Y1,High
2004,Mangalore,131,3625.6,40,Sandy loam ,Drip,3671,56.6,Coffee,24848,Zaid,Y1,High
2004,Mangalore,9819,3625.6,40,Sandy loam ,Drip,2404,55.5,Coffee,761,Zaid,Y1,High
2004,Mangalore,46220,3905,41,Sandy loam ,Drip,2805,58.5,Coffee,45608,Zaid,Y1,High
2004,Mangalore,144,3905,41,Sandy loam ,Drip,2331,59.5,Coffee,234581,Zaid,Y1,High
2004,Mangalore,9821,3905,41,Sandy loam ,Drip,2088,55,Coffee,646,Zaid,Y1,High
2004,Mangalore,46218,4019.4,42,Clay,Drip,2628,53,Coffee,43562,Zaid,Y1,High
2004,Mangalore,128,4019.4,42,Clay,Drip,1939,53.5,Coffee,200000,Zaid,Y1,High
2004,Mangalore,9455,4019.4,42,Clay,Drip,1871,52.5,Coffee,4847,Zaid,Y1,High
2004,Kodagu,42480,3415.5,27,Clay,Drip,874,54,Cardamum,45186,Zaid,Y1,High
2004,Kodagu,142,3415.5,27,Clay,Drip,592,58,Cardamum,238542,Zaid,Y1,High
2004,Kodagu,8084,3415.5,27.2,Clay,Drip,864,58,Cardamum,1516,Zaid,Y1,High
